participant_id,full_name,nationality,gender,age_group,occupation,university_institution,study_level,year_of_study,subject_area,prior_ai_experience,condition,session_datetime,session_duration_mins,suspicion_probe,financial_literacy_score_0_3,need_for_cognition_1_5,technology_disposition_1_5,ai_follow_rate_0_1,decision_accuracy_rate_0_1,calibration_score,avg_confidence_1_5,avg_response_time_ms,ai_errors_caught_0_3,override_correct_count,override_wrong_count,mental_model_estimate_pct,mental_model_accurate,trust_in_automation_1_7,perceived_fairness_1_7,appeal_intent_1_5,retrust_organisation_1_5
P0180,Shahidul Islam,Bangladeshi,Male,23-27,Undergraduate student,Goldsmiths University of London,MSc / MA / MEng,Year 2,Software Engineering,High,A_no_explanation,2026-08-06 14:15:38,54.4,Somewhat — thought it was about AI accuracy,3,3.2,4.1,0.7,0.6,-0.264,3.0,14674,1,1,2,74,True,3.46,3.93,2,3
P0181,Mahmudul Hasan,Bangladeshi,Male,28-32,Postgraduate student (MSc),University of East London,PhD / MPhil,PhD Year 1,International Business,None,B_surface,2026-08-08 10:28:12,50.5,No,3,3.2,4.3,0.6,0.5,-0.111,3.3,14744,1,1,3,61,True,3.13,5.6,4,4
P0182,Nurul Huda,Bangladeshi,Male,18-22,Undergraduate student,Kingston University London,MSc / MA / MEng,Year 3,Information Technology,High,B_surface,2026-08-09 10:37:30,48.5,No,1,3.0,2.4,0.6,0.3,-0.488,3.0,15379,0,0,4,54,False,4.45,7.0,3,3
P0183,Nasima Begum,Bangladeshi,Female,18-22,Graduate (recent),University of Dhaka,Prefer not to say,Year 2,Digital Marketing,Moderate,C_counterfactual,2026-08-04 16:24:30,44.6,No,1,3.4,1.6,0.6,0.7,-0.218,3.4,18217,2,2,2,67,True,4.09,4.82,5,3
P0184,Bilal Ahmed,Pakistani,Male,18-22,Postgraduate student (MSc),University of Surrey,MSc / MA / MEng,Year 2,Graphic Design,High,A_no_explanation,2026-08-02 15:01:31,71.5,No,2,2.6,3.7,0.6,0.3,0.604,2.9,14595,0,0,4,65,True,4.59,3.09,3,2
P0185,Maria Garcia,Other,Female,23-27,Graduate (recent),University of Hertfordshire,HND / Foundation,Completed,Finance & Accounting,Moderate,B_surface,2026-08-06 11:24:46,72.9,No,1,3.9,3.1,0.4,0.3,0.134,2.8,19664,1,1,5,68,True,5.83,4.09,2,4
P0186,Sadia Islam,Bangladeshi,Female,33-40,Postgraduate student (MSc),BUET,BSc / BEng / BA,PhD Year 1,Health Informatics,Moderate,C_counterfactual,2026-08-04 09:33:29,57.3,No,0,1.9,3.7,0.6,0.5,0.143,3.1,17518,1,1,3,64,True,4.09,5.03,4,2
P0187,Azizul Haque,Bangladeshi,Male,23-27,Postgraduate student (MSc),BRAC University,MSc / MA / MEng,Year 1,Computer Science,Moderate,C_counterfactual,2026-08-03 10:18:15,53.9,No,1,2.2,5.0,0.4,0.7,-0.058,2.9,21241,3,3,3,70,True,5.22,5.3,5,5
P0188,Fariha Islam,Bangladeshi,Female,23-27,Postgraduate student (MSc),Daffodil International University,PhD / MPhil,Year 4,Digital Marketing,High,B_surface,2026-08-07 15:20:17,50.1,No,0,3.0,4.0,0.6,0.7,0.408,2.8,16813,2,2,2,64,True,4.19,5.1,2,4
P0189,Sofia Rossi,Other,Female,23-27,Undergraduate student,University of Surrey,MBA,PG Year 1,Information Technology,Moderate,B_surface,2026-08-07 13:55:47,42.9,No,3,4.8,3.3,0.6,0.7,0.094,3.1,16676,2,2,2,86,False,4.18,5.51,1,4
P0190,Emma Campbell,British,Non-binary,28-32,Postgraduate student (MSc),University of Reading,BSc / BEng / BA,PhD Year 3,Business & Management,High,B_surface,2026-08-11 16:01:22,44.6,No,3,3.2,2.7,0.6,0.5,0.267,3.2,17519,1,1,3,63,True,3.15,5.04,4,3
P0191,Ming Liu,Chinese,Male,33-40,Undergraduate student,Oxford Brookes University,MSc / MA / MEng,PG Year 1,Data Science & AI,Low,B_surface,2026-08-06 16:55:33,48.4,No,2,4.0,4.4,0.5,0.6,-0.327,3.2,18126,2,2,3,100,False,4.94,5.04,4,4
P0192,Alauddin Ahmed,Bangladeshi,Male,18-22,Undergraduate student,Coventry University,BSc / BEng / BA,PhD Year 1,Business & Management,Low,C_counterfactual,2026-08-16 10:33:07,49.3,Yes — I thought it was about trust in AI,0,1.3,2.1,0.8,0.9,-0.111,3.7,17670,2,2,0,66,True,2.92,6.85,4,2
P0193,Milon Hossain,Bangladeshi,Male,33-40,Undergraduate student,Brunel University London,BSc / BEng / BA,Year 1,Digital Marketing,High,B_surface,2026-08-03 16:23:51,52.9,Somewhat — thought it was about usability,1,3.4,3.1,0.6,0.5,0.688,2.8,17340,1,1,3,70,True,5.03,4.96,2,5
P0194,Poly Akter,Bangladeshi,Female,28-32,Undergraduate student,University of Reading,BSc / BEng / BA,Year 4,Business & Management,High,A_no_explanation,2026-08-12 11:37:04,47.8,Yes — I thought it was about trust in AI,1,3.2,2.8,0.7,1.0,0.0,3.2,15403,3,3,0,62,True,4.51,3.61,2,3
P0195,Amirah Hamdan,Malaysian,Female,33-40,Postgraduate student (MSc),Brunel University London,MSc / MA / MEng,Year 1,Psychology,Moderate,C_counterfactual,2026-08-05 15:10:29,60.8,No,2,3.1,4.0,0.5,0.6,0.383,3.3,19545,2,2,3,83,False,3.64,7.0,5,3
P0196,Salman Hossain,Bangladeshi,Male,23-27,Postgraduate student (MSc),North South University,MSc / MA / MEng,Year 2,Graphic Design,None,B_surface,2026-08-13 13:51:07,43.7,No,0,2.7,3.4,0.4,0.5,-0.111,3.3,17974,2,2,4,58,False,4.72,3.28,3,3
P0197,Sabbir Rahman,Bangladeshi,Male,18-22,Undergraduate student,Kingston University London,BSc / BEng / BA,Year 1,Business & Management,Moderate,A_no_explanation,2026-08-02 10:51:26,61.8,No,1,2.1,2.7,0.6,0.5,0.143,3.1,15416,1,1,3,66,True,4.67,2.93,2,2
P0198,Mehedi Hasan,Bangladeshi,Male,23-27,Postgraduate student (MSc),Brunel University London,MSc / MA / MEng,PhD Year 2,International Business,Moderate,A_no_explanation,2026-08-02 13:00:15,48.6,No,2,2.6,2.8,0.6,0.7,-0.488,3.0,15837,2,2,2,47,False,4.37,2.58,1,4
P0199,Bushra Islam,Bangladeshi,Female,33-40,Undergraduate student,University of East London,MBA,PG Year 2,Information Technology,Moderate,A_no_explanation,2026-08-02 11:03:16,58.7,No,1,1.0,4.0,0.5,0.2,-0.663,2.8,18346,0,0,5,61,True,6.17,2.96,2,3
P0200,Rima Akter,Bangladeshi,Female,18-22,Postgraduate student (MSc),University of Bedfordshire,PhD / MPhil,Year 1,International Business,Moderate,C_counterfactual,2026-08-02 10:33:17,54.7,No,3,2.4,4.7,0.5,0.6,0.344,3.1,19123,2,2,3,91,False,4.51,6.1,5,3
P0201,Momtaz Begum,Bangladeshi,Female,18-22,Graduate (recent),North South University,Not a student,PG Year 1,Graphic Design,Moderate,A_no_explanation,2026-08-03 12:05:16,58.6,Somewhat — thought it was about AI accuracy,2,1.8,2.4,0.5,0.8,0.645,3.0,16365,3,3,2,74,True,3.62,2.62,3,4
P0202,Asad Mirza,Pakistani,Male,18-22,Undergraduate student,"University for the Creative Arts, Farnham",MSc / MA / MEng,PG Year 1,Business & Management,Moderate,A_no_explanation,2026-08-03 10:59:58,55.0,Somewhat — thought it was about usability,0,4.0,2.7,0.4,0.7,0.0,3.0,14708,3,3,3,73,True,3.62,4.01,3,3
P0203,Monir Hossain,Bangladeshi,Male,41-50,Graduate (recent),Oxford Brookes University,BSc / BEng / BA,Year 2,Business & Management,Low,C_counterfactual,2026-08-03 09:13:45,49.7,No,3,2.0,3.7,0.7,0.4,0.068,3.2,17508,0,0,3,86,False,2.75,6.77,4,3
P0204,Faruk Hossain,Bangladeshi,Male,23-27,Undergraduate student,University of Surrey,PhD / MPhil,Year 3,Health Informatics,None,B_surface,2026-08-04 15:07:57,34.9,Somewhat — thought it was about usability,2,3.5,3.7,0.8,0.7,-0.122,2.9,14647,1,1,1,58,False,2.88,3.88,1,2
P0205,Rumaisa Akter,Bangladeshi,Female,23-27,Postgraduate student (MSc),University of Bedfordshire,Prefer not to say,Year 2,Psychology,High,C_counterfactual,2026-08-03 14:35:42,51.2,No,1,3.9,4.3,0.6,0.5,0.333,3.2,20000,1,1,3,72,True,3.02,4.34,5,2
P0206,Uchenna Nnaji,Nigerian,Non-binary,41-50,Student & part-time worker,Kingston University London,MSc / MA / MEng,PG Year 2,Health Informatics,Moderate,B_surface,2026-08-07 09:22:56,65.6,No,1,2.4,2.8,0.6,0.7,-0.356,2.8,17128,2,2,2,88,False,3.97,4.53,2,3
P0207,Hassan Ali,Pakistani,Male,28-32,Undergraduate student,Brunel University London,Prefer not to say,Year 1,Business & Management,High,C_counterfactual,2026-08-02 14:53:32,50.2,Yes — I thought it was about trust in AI,1,2.1,4.2,0.7,0.4,-0.089,3.6,17875,0,0,3,82,False,3.69,5.55,5,4
P0208,Monwar Hossain,Bangladeshi,Male,23-27,Student & part-time worker,University of Dhaka,Prefer not to say,PhD Year 1,International Business,Moderate,B_surface,2026-08-11 09:59:57,61.2,No,0,3.0,3.5,0.5,0.6,-0.042,3.2,14878,2,2,3,72,True,5.14,4.7,1,4
P0209,Hamza Iqbal,Pakistani,Male,18-22,Student & part-time worker,University of Reading,PhD / MPhil,PhD Year 2,Information Technology,Moderate,A_no_explanation,2026-08-05 11:41:41,43.4,Unsure,3,3.9,3.4,0.7,0.6,0.147,2.9,12352,1,1,2,61,True,4.49,5.38,4,3
P0210,Hao Tang,Chinese,Male,18-22,Undergraduate student,North South University,BSc / BEng / BA,PhD Year 2,Business & Management,Moderate,A_no_explanation,2026-08-02 14:03:18,34.6,Somewhat — thought it was about AI accuracy,1,3.2,4.0,0.6,0.5,-0.143,2.9,15091,1,1,3,81,False,5.53,3.1,2,2
P0211,Zoe Thompson,British,Female,23-27,Undergraduate student,University of Bedfordshire,MSc / MA / MEng,PG Year 1,Education Technology,Moderate,B_surface,2026-08-06 10:10:41,42.6,No,1,2.9,3.2,0.7,1.0,0.0,2.7,15407,3,3,0,60,True,5.07,4.15,3,3
P0212,Poppy Baker,British,Female,28-32,Undergraduate student,Anglia Ruskin University,Not a student,PhD Year 1,Business & Management,Low,A_no_explanation,2026-08-04 10:17:13,55.4,No,1,5.0,3.3,0.8,0.9,-0.167,2.6,13909,2,2,0,52,False,4.34,3.33,2,2
P0213,Raihan Islam,Bangladeshi,Male,18-22,Postgraduate student (MSc),University of Reading,PhD / MPhil,PhD Year 2,Media & Communication,Low,B_surface,2026-08-09 09:18:39,49.5,No,0,3.3,2.3,0.7,0.8,0.167,3.2,14572,2,2,1,90,False,3.63,5.67,3,4
P0214,Anik Hossain,Bangladeshi,Male,23-27,Postgraduate student (MSc),"University for the Creative Arts, Farnham",MSc / MA / MEng,Year 4,Information Technology,Low,C_counterfactual,2026-08-15 09:30:59,45.6,No,1,3.0,2.9,0.6,0.5,0.267,3.2,18847,1,1,3,95,False,3.89,5.01,5,2
P0215,Nargis Akter,Bangladeshi,Female,23-27,Postgraduate student (MSc),Oxford Brookes University,MSc / MA / MEng,Completed,Human-Computer Interaction,Moderate,A_no_explanation,2026-08-02 11:04:56,41.5,No,2,3.8,3.7,0.8,0.5,0.0,3.4,14262,0,0,2,48,False,4.02,4.56,3,3
P0216,Roksana Akter,Bangladeshi,Female,23-27,Undergraduate student,Goldsmiths University of London,BSc / BEng / BA,Year 3,Information Technology,High,B_surface,2026-08-13 15:10:35,52.8,No,0,3.5,2.9,0.4,0.3,0.282,3.0,17401,1,1,5,58,False,4.58,5.01,2,3
P0217,Ayasha Siddika,Bangladeshi,Female,28-32,Postgraduate student (MSc),University of Surrey,MSc / MA / MEng,Year 4,Education Technology,Moderate,A_no_explanation,2026-08-14 15:37:34,60.0,No,2,3.9,4.0,0.6,0.7,0.327,2.9,14622,2,2,2,49,False,5.07,3.8,1,2
P0218,Moni Akter,Bangladeshi,Female,18-22,PhD researcher,Goldsmiths University of London,BSc / BEng / BA,PhD Year 3,Media & Communication,Low,C_counterfactual,2026-08-13 11:31:52,60.3,No,1,1.6,3.6,0.6,0.5,0.143,3.1,18980,1,1,3,81,False,3.3,4.67,4,4
P0219,Riadul Islam,Bangladeshi,Male,28-32,Undergraduate student,University of Reading,BSc / BEng / BA,Year 2,Digital Marketing,Moderate,A_no_explanation,2026-08-07 09:34:22,52.5,No,1,3.0,2.1,0.5,0.6,0.356,2.7,16422,2,2,3,82,False,4.03,4.43,3,3
P0220,Mahbub Alam,Bangladeshi,Male,23-27,Postgraduate student (MSc),Middlesex University,PhD / MPhil,Year 4,Education Technology,Moderate,A_no_explanation,2026-08-05 11:34:25,60.9,Unsure,0,3.8,2.9,0.6,0.7,-0.066,2.6,11629,2,2,2,66,True,5.16,3.08,3,4
P0221,Rafat Hossain,Bangladeshi,Male,51+,Undergraduate student,University of Reading,Prefer not to say,Year 3,Business & Management,High,C_counterfactual,2026-08-05 14:05:15,46.1,No,1,2.4,2.6,0.3,0.4,0.0,3.0,20647,2,2,5,92,False,3.88,5.15,5,3
P0222,Ping Guo,Chinese,Female,18-22,Undergraduate student,University of Bedfordshire,BSc / BEng / BA,PhD Year 1,Business & Management,Moderate,A_no_explanation,2026-08-02 09:00:26,45.5,No,2,3.8,4.1,0.6,0.7,0.312,2.8,14058,2,2,2,65,True,4.5,3.85,1,2
P0223,Sunil Bose,Indian,Male,18-22,Undergraduate student,Daffodil International University,Prefer not to say,PhD Year 2,Health Informatics,Moderate,C_counterfactual,2026-08-02 13:35:05,64.7,No,2,3.5,5.0,0.7,1.0,0.0,3.7,18196,3,3,0,62,True,3.97,5.33,3,2
P0224,Sanjay Mehta,Indian,Male,28-32,Working professional,BRAC University,Prefer not to say,PhD Year 1,Graphic Design,Moderate,C_counterfactual,2026-08-02 14:43:39,49.3,No,2,3.5,4.1,0.4,0.7,0.066,3.4,19341,3,3,3,72,True,3.99,4.01,5,2
P0225,Aminul Islam,Bangladeshi,Male,23-27,Undergraduate student,Oxford Brookes University,Prefer not to say,Year 2,Cybersecurity,None,B_surface,2026-08-07 10:10:15,55.2,Unsure,3,2.1,4.1,0.4,0.5,0.429,3.1,17703,2,2,4,57,False,4.65,5.54,3,4
P0226,Arafat Hossain,Bangladeshi,Male,18-22,Graduate (recent),University of Dhaka,BSc / BEng / BA,PG Year 1,Data Science & AI,None,B_surface,2026-08-12 10:35:12,58.7,Somewhat — thought it was about AI accuracy,0,1.9,4.4,0.8,0.9,-0.364,3.3,13566,2,2,0,70,True,4.35,5.67,3,2
P0227,Sabrina Islam,Bangladeshi,Female,23-27,Undergraduate student,Kingston University London,BSc / BEng / BA,Year 2,Psychology,Low,B_surface,2026-08-07 15:48:21,42.9,No,0,2.1,3.0,0.7,0.6,0.102,3.6,15000,1,1,2,83,False,5.05,4.7,3,4
P0228,Ashok Mishra,Indian,Male,23-27,Student & part-time worker,Daffodil International University,PhD / MPhil,Year 2,Computer Science,Low,B_surface,2026-08-03 13:17:41,50.6,No,2,2.4,3.9,0.7,0.8,-0.764,3.3,15025,2,2,1,72,True,3.52,6.36,2,4
P0229,Amelia King,British,Female,18-22,Undergraduate student,BRAC University,HND / Foundation,PhD Year 1,Data Science & AI,Low,C_counterfactual,2026-08-11 10:29:05,40.0,No,1,3.5,2.8,0.4,0.5,0.1,3.3,20551,2,2,4,66,True,4.1,5.98,4,3
P0230,Liton Hossain,Bangladeshi,Male,18-22,Undergraduate student,University of Surrey,PhD / MPhil,Year 1,International Business,High,B_surface,2026-08-10 09:22:04,48.0,Somewhat — thought it was about AI accuracy,1,2.7,1.7,0.5,0.6,0.117,3.1,17644,2,2,3,43,False,4.43,5.48,2,4
P0231,Divya Pillai,Indian,Non-binary,28-32,Working professional,University of Dhaka,MSc / MA / MEng,PG Year 2,Computer Science,High,A_no_explanation,2026-08-06 10:36:55,44.3,No,3,2.5,2.3,0.6,0.5,-0.361,3.1,16122,1,1,3,58,False,4.89,5.18,1,2
P0232,Samia Islam,Bangladeshi,Female,23-27,Postgraduate student (MSc),University of Westminster,MSc / MA / MEng,PhD Year 3,Media & Communication,None,B_surface,2026-08-05 15:49:15,46.7,No,0,1.0,3.3,0.5,0.6,-0.047,3.2,16529,2,2,3,72,True,4.46,5.03,3,3
P0233,Marium Akter,Bangladeshi,Female,23-27,Graduate (recent),Middlesex University,MSc / MA / MEng,PhD Year 1,Business & Management,Moderate,C_counterfactual,2026-08-05 14:55:44,66.0,No,0,1.8,3.0,0.4,0.5,-0.2,3.5,22080,2,2,4,98,False,2.73,5.88,5,4
P0234,Logan Garcia,British,Male,23-27,Undergraduate student,University of Bedfordshire,PhD / MPhil,PG Year 1,International Business,None,C_counterfactual,2026-08-02 10:43:51,55.4,Yes — I thought it was about trust in AI,3,3.0,3.5,0.6,0.7,-0.066,3.6,17645,2,2,2,54,False,4.58,4.31,5,3
P0235,Suchona Akter,Bangladeshi,Female,18-22,Graduate (recent),University of Dhaka,BSc / BEng / BA,Completed,Psychology,High,A_no_explanation,2026-08-04 12:11:31,58.9,No,1,1.3,2.3,0.6,0.5,0.316,3.0,13731,1,1,3,69,True,5.2,3.63,2,3
P0236,Shamim Hossain,Bangladeshi,Male,23-27,Working professional,Daffodil International University,BSc / BEng / BA,PG Year 2,Psychology,Low,A_no_explanation,2026-08-09 15:07:08,60.2,Somewhat — thought it was about usability,3,2.9,2.7,0.7,0.8,-0.055,3.4,14768,2,2,1,66,True,5.65,3.53,3,4
P0237,Farida Akter,Bangladeshi,Female,33-40,Undergraduate student,Kingston University London,Prefer not to say,Completed,Information Technology,Low,C_counterfactual,2026-08-06 09:52:24,41.4,No,2,3.0,3.7,0.4,0.5,0.53,3.1,19593,2,2,4,66,True,3.58,5.64,4,4
P0238,Mily Akter,Bangladeshi,Female,18-22,Working professional,Anglia Ruskin University,MSc / MA / MEng,Completed,Health Informatics,Moderate,C_counterfactual,2026-08-02 10:44:31,55.0,Unsure,1,4.8,3.7,0.3,0.6,-0.748,3.2,19788,3,3,4,80,True,3.54,5.34,4,4
P0239,Raisul Islam,Bangladeshi,Male,28-32,Graduate (recent),Kingston University London,Not a student,Year 1,Digital Marketing,Low,A_no_explanation,2026-08-03 13:42:36,57.6,No,0,2.5,4.2,0.9,0.6,0.175,2.9,14274,0,0,1,47,False,5.1,3.54,2,3
P0240,Ritu Gupta,Indian,Female,23-27,Postgraduate student (MSc),"University for the Creative Arts, Farnham",BSc / BEng / BA,PG Year 1,Graphic Design,Low,C_counterfactual,2026-08-03 12:32:22,54.0,No,1,4.5,3.1,0.8,0.9,-0.111,3.7,15455,2,2,0,100,False,4.93,5.31,2,2
P0241,Charlotte Carter,British,Female,23-27,Academic / lecturer,Daffodil International University,MSc / MA / MEng,PG Year 1,Data Science & AI,None,B_surface,2026-08-11 10:47:43,54.8,No,3,4.2,2.7,0.4,0.3,-0.218,2.8,17529,1,1,5,67,True,3.26,4.09,3,4
P0242,Toufiqul Islam,Bangladeshi,Male,18-22,Student & part-time worker,Coventry University,MSc / MA / MEng,PhD Year 3,Graphic Design,Low,C_counterfactual,2026-08-09 16:01:41,53.5,No,2,3.0,3.4,0.4,0.7,0.307,3.3,20246,3,3,3,87,False,4.78,4.68,2,4
P0243,Asma Mirza,Pakistani,Female,41-50,Postgraduate student (MSc),Anglia Ruskin University,HND / Foundation,Year 3,Information Technology,Low,C_counterfactual,2026-08-07 11:15:07,53.2,No,1,2.6,4.1,0.9,0.8,0.115,3.2,15982,1,1,0,63,True,3.46,5.16,3,2
P0244,Ava Jackson,British,Female,33-40,Student & part-time worker,"University for the Creative Arts, Farnham",PhD / MPhil,Year 3,Media & Communication,Low,A_no_explanation,2026-08-05 13:56:15,59.3,No,2,2.6,3.5,0.8,0.9,0.062,3.1,14124,2,2,0,73,True,5.03,3.53,3,4
P0245,Samuel Lewis,British,Male,23-27,Postgraduate student (MSc),University of Reading,Prefer not to say,Year 2,Education Technology,Moderate,C_counterfactual,2026-08-11 11:38:43,58.4,Somewhat — thought it was about AI accuracy,2,2.2,2.6,0.4,0.5,0.143,3.1,19957,2,2,4,65,True,2.92,4.22,4,2
P0246,Salsabil Hossain,Bangladeshi,Female,18-22,Graduate (recent),Middlesex University,Not a student,PhD Year 3,Finance & Accounting,High,A_no_explanation,2026-08-09 16:43:36,45.8,Somewhat — thought it was about usability,0,2.4,4.3,0.7,0.4,-0.272,3.2,14688,0,0,3,57,False,5.33,4.18,3,2
P0247,Mithila Rahman,Bangladeshi,Female,28-32,Postgraduate student (MBA),University of Hertfordshire,BSc / BEng / BA,Year 3,Graphic Design,None,C_counterfactual,2026-08-05 10:19:47,46.7,Somewhat — thought it was about usability,2,3.1,3.3,0.6,0.7,-0.375,3.3,20245,2,2,2,61,True,3.62,3.88,5,3
P0248,Adnan Siddiqui,Pakistani,Male,18-22,Postgraduate student (MSc),Goldsmiths University of London,MSc / MA / MEng,Year 3,Finance & Accounting,Low,A_no_explanation,2026-08-06 15:00:01,54.7,No,1,4.2,1.8,0.5,0.6,0.117,2.9,16643,2,2,3,70,True,3.29,3.87,2,3
P0249,Sadia Hossain,Bangladeshi,Female,18-22,Undergraduate student,North South University,Prefer not to say,Year 2,Graphic Design,Moderate,A_no_explanation,2026-08-08 12:58:47,50.4,No,3,1.6,2.6,0.4,0.5,0.361,2.9,19261,2,2,4,73,True,4.37,3.94,1,3
P0250,Efua Boateng,Other,Female,18-22,Postgraduate student (MSc),University of Westminster,MBA,PhD Year 3,Cybersecurity,Moderate,A_no_explanation,2026-08-03 10:45:29,50.6,Somewhat — thought it was about usability,1,3.0,3.3,0.8,0.5,0.1,3.3,13431,0,0,2,54,False,3.67,3.14,3,3
P0251,Asif Iqbal,Bangladeshi,Male,18-22,Postgraduate student (MBA),University of Bedfordshire,MSc / MA / MEng,PG Year 2,Media & Communication,Moderate,B_surface,2026-08-02 16:06:15,43.9,No,3,3.6,3.7,0.3,0.6,-0.218,2.8,16634,3,3,4,66,True,2.87,6.05,3,4
P0252,Hasibul Hasan,Bangladeshi,Male,18-22,Undergraduate student,University of Dhaka,HND / Foundation,PhD Year 3,Health Informatics,High,B_surface,2026-08-02 14:48:10,59.5,No,2,2.4,3.4,0.7,0.6,0.344,3.1,16501,1,1,2,64,True,4.08,5.56,3,2
P0253,Swati Joshi,Indian,Female,23-27,PhD researcher,"University for the Creative Arts, Farnham",MSc / MA / MEng,Year 4,Information Technology,Moderate,A_no_explanation,2026-08-11 16:32:59,66.7,No,1,2.7,2.8,0.7,0.4,-0.531,3.1,12436,0,0,3,67,True,3.7,4.49,1,4
P0254,Dinesh Nair,Indian,Male,23-27,Student & part-time worker,University of Surrey,BSc / BEng / BA,Year 3,Graphic Design,High,C_counterfactual,2026-08-11 14:07:04,41.3,No,1,2.0,2.7,0.7,0.6,0.167,3.6,17010,1,1,2,62,True,2.63,4.62,4,1
P0255,Hong Ma,Chinese,Female,23-27,Postgraduate student (MBA),University of Dhaka,Not a student,Year 3,Cybersecurity,High,B_surface,2026-08-08 10:00:39,44.1,Somewhat — thought it was about AI accuracy,3,2.9,3.8,0.3,0.4,-0.408,2.8,19250,2,2,5,75,True,3.71,3.87,4,4
P0256,Faisal Ahmed,Bangladeshi,Male,18-22,Undergraduate student,University of Surrey,BSc / BEng / BA,Year 2,Finance & Accounting,Low,A_no_explanation,2026-08-03 15:19:09,45.2,No,0,2.1,3.3,0.8,0.7,0.218,2.9,12861,1,1,1,51,False,4.36,3.22,2,3
P0257,Maisha Akter,Bangladeshi,Female,41-50,Undergraduate student,University of Hertfordshire,BSc / BEng / BA,PhD Year 3,International Business,Low,A_no_explanation,2026-08-02 13:16:01,59.1,No,2,3.2,2.0,0.8,0.5,0.186,3.1,13530,0,0,2,55,False,4.87,4.45,2,4
P0258,Saad Anwar,Pakistani,Male,23-27,Undergraduate student,University of Hertfordshire,Prefer not to say,PG Year 1,Human-Computer Interaction,None,B_surface,2026-08-06 14:38:18,54.1,Somewhat — thought it was about AI accuracy,2,3.0,3.5,0.9,0.6,0.152,3.2,12376,0,0,1,63,True,5.73,3.17,2,4
P0259,Rafiqul Islam,Bangladeshi,Male,28-32,Postgraduate student (MSc),BRAC University,BSc / BEng / BA,Year 3,Finance & Accounting,Low,B_surface,2026-08-05 10:24:40,54.7,No,1,2.8,2.8,0.4,0.5,0.603,3.4,18288,2,2,4,61,True,5.31,4.9,1,5
P0260,Laila Chaudhry,Pakistani,Female,28-32,Undergraduate student,University of Bedfordshire,BSc / BEng / BA,PhD Year 2,Health Informatics,Low,A_no_explanation,2026-08-08 09:28:37,62.6,Somewhat — thought it was about usability,2,2.2,2.0,0.9,0.6,-0.609,2.5,11144,0,0,1,53,False,5.03,5.29,3,2
P0261,Nicholas Allen,British,Male,23-27,Undergraduate student,London Metropolitan University,MSc / MA / MEng,Year 3,Data Science & AI,None,C_counterfactual,2026-08-09 10:06:14,62.3,No,2,2.6,2.3,0.3,0.6,0.583,3.2,20007,3,3,4,70,True,3.38,7.0,5,4
P0262,Aisha Hassan,Other,Female,28-32,Student & part-time worker,"University for the Creative Arts, Farnham",BSc / BEng / BA,PG Year 1,Business & Management,None,B_surface,2026-08-05 12:28:51,65.1,No,1,2.1,1.7,0.6,0.9,0.0,3.0,16404,3,3,1,76,True,4.33,4.3,2,3
P0263,Shahidur Rahman,Bangladeshi,Male,23-27,Postgraduate student (MSc),Brunel University London,MSc / MA / MEng,Year 4,Media & Communication,Moderate,C_counterfactual,2026-08-13 10:54:24,57.9,No,2,3.6,4.7,0.6,0.5,-0.25,3.6,19174,1,1,3,77,True,4.28,5.19,3,2
P0264,Bo Yang,Chinese,Male,23-27,Academic / lecturer,University of Surrey,BSc / BEng / BA,Year 3,Business & Management,Moderate,B_surface,2026-08-10 11:28:49,50.2,Somewhat — thought it was about usability,2,2.4,3.4,0.8,0.7,0.094,3.1,15037,1,1,1,78,True,4.59,2.61,4,1
P0265,Mahfuza Akter,Bangladeshi,Female,23-27,Postgraduate student (MSc),University of Surrey,BSc / BEng / BA,PhD Year 2,Cybersecurity,Low,B_surface,2026-08-03 14:46:53,41.2,Unsure,0,3.8,4.3,0.8,0.7,0.284,2.9,14368,1,1,1,80,True,4.8,3.14,3,4
P0266,Anika Tasnim,Bangladeshi,Female,33-40,Graduate (recent),Coventry University,BSc / BEng / BA,Completed,Psychology,Moderate,B_surface,2026-08-02 11:16:28,62.3,No,3,3.7,2.3,0.6,0.5,0.287,2.9,14931,1,1,3,89,False,4.57,3.83,4,2
P0267,Rubel Hossain,Bangladeshi,Male,28-32,Undergraduate student,London Metropolitan University,MSc / MA / MEng,Completed,Health Informatics,High,A_no_explanation,2026-08-14 16:26:30,35.7,Somewhat — thought it was about usability,2,2.3,3.6,0.5,0.6,0.531,3.1,15609,2,2,3,77,True,4.12,4.62,2,5
P0268,Parvez Ahmed,Bangladeshi,Male,18-22,Graduate (recent),University of East London,Prefer not to say,Year 4,Computer Science,Moderate,A_no_explanation,2026-08-12 11:55:20,51.3,No,1,2.6,1.8,0.6,0.7,-0.079,2.9,17370,2,2,2,70,True,4.01,4.09,4,4
P0269,Zahir Uddin,Bangladeshi,Male,28-32,Undergraduate student,University of East London,BSc / BEng / BA,Year 2,Software Engineering,Low,B_surface,2026-08-07 10:06:39,62.1,No,3,2.6,3.3,0.7,0.8,-0.071,2.9,14080,2,2,1,59,False,4.54,4.72,4,4
P0270,Liza Akter,Bangladeshi,Female,23-27,Postgraduate student (MSc),University of Dhaka,Not a student,Completed,Cybersecurity,Low,B_surface,2026-08-05 15:01:13,44.5,No,1,3.9,3.7,0.8,0.5,0.0,3.4,15212,0,0,2,60,True,5.7,6.15,3,3
