participant_id,full_name,nationality,age_group,condition,financial_literacy,need_for_cognition,technology_disposition,scenario,applicant,ai_verdict,ai_correct,participant_decision,followed_ai,correct_decision,confidence_1_5,response_time_ms
P0380,Lutful Haque,Bangladeshi,18-22,A_no_explanation,3,3.9,3.7,9,"Olga S., 38, Full-time",A,True,D,False,False,2,18417
P0380,Lutful Haque,Bangladeshi,18-22,A_no_explanation,3,3.9,3.7,10,"Chen W., 45, Part-time",A,False,A,True,False,2,17297
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,1,"Sarah M., 34, Part-time",D,True,D,True,True,4,17158
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,2,"James K., 28, Full-time",A,True,A,True,True,2,7356
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,3,"Priya R., 41, Self-employed",D,False,D,True,False,4,8821
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,22471
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,5,"Anika P., 29, Full-time",D,True,D,True,True,3,6859
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,6,"David H., 47, Full-time",A,True,D,False,False,2,18968
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,7,"Fatima A., 33, Contract",D,False,D,True,False,3,7518
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,8,"Tom B., 22, Full-time",D,True,D,True,True,2,7776
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,9,"Olga S., 38, Full-time",A,True,D,False,False,3,15231
P0381,Halima Begum,Bangladeshi,23-27,A_no_explanation,2,4.6,3.5,10,"Chen W., 45, Part-time",A,False,A,True,False,3,9441
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,1,"Sarah M., 34, Part-time",D,True,A,False,False,3,25546
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,2,"James K., 28, Full-time",A,True,A,True,True,3,10118
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,3,"Priya R., 41, Self-employed",D,False,D,True,False,3,10362
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,4,"Marcus T., 55, Part-time",D,True,D,True,True,4,10364
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,5,"Anika P., 29, Full-time",D,True,A,False,False,3,27978
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,6,"David H., 47, Full-time",A,True,A,True,True,5,11843
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,7,"Fatima A., 33, Contract",D,False,D,True,False,4,13761
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,8,"Tom B., 22, Full-time",D,True,D,True,True,2,15604
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,9,"Olga S., 38, Full-time",A,True,A,True,True,5,12561
P0382,Arash Tehrani,Other,28-32,B_surface,3,2.2,4.1,10,"Chen W., 45, Part-time",A,False,D,False,True,3,22331
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,13179
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,2,"James K., 28, Full-time",A,True,D,False,False,2,24614
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,19602
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,4,"Marcus T., 55, Part-time",D,True,D,True,True,5,14468
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,5,"Anika P., 29, Full-time",D,True,D,True,True,4,16931
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,6,"David H., 47, Full-time",A,True,A,True,True,4,17661
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,7,"Fatima A., 33, Contract",D,False,D,True,False,3,14913
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,8,"Tom B., 22, Full-time",D,True,D,True,True,3,16573
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,9,"Olga S., 38, Full-time",A,True,A,True,True,2,14432
P0383,Junaid Baig,Pakistani,28-32,C_counterfactual,2,3.1,3.1,10,"Chen W., 45, Part-time",A,False,D,False,True,5,14542
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,23128
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,2,"James K., 28, Full-time",A,True,D,False,False,3,30472
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,3,"Priya R., 41, Self-employed",D,False,A,False,True,4,21417
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,4,"Marcus T., 55, Part-time",D,True,D,True,True,5,14689
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,5,"Anika P., 29, Full-time",D,True,D,True,True,4,17686
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,6,"David H., 47, Full-time",A,True,A,True,True,2,17682
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,7,"Fatima A., 33, Contract",D,False,A,False,True,4,22847
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,8,"Tom B., 22, Full-time",D,True,D,True,True,4,12857
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,9,"Olga S., 38, Full-time",A,True,A,True,True,4,19085
P0384,Ayesha Khan,Pakistani,18-22,C_counterfactual,3,2.9,3.9,10,"Chen W., 45, Part-time",A,False,A,True,False,4,13720
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,1,"Sarah M., 34, Part-time",D,True,D,True,True,2,16986
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,2,"James K., 28, Full-time",A,True,D,False,False,3,23982
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,3,"Priya R., 41, Self-employed",D,False,D,True,False,3,9935
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,4,"Marcus T., 55, Part-time",D,True,D,True,True,2,16790
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,5,"Anika P., 29, Full-time",D,True,D,True,True,5,7561
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,6,"David H., 47, Full-time",A,True,D,False,False,3,27186
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,7,"Fatima A., 33, Contract",D,False,D,True,False,4,13669
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,8,"Tom B., 22, Full-time",D,True,D,True,True,2,10343
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,9,"Olga S., 38, Full-time",A,True,A,True,True,2,10103
P0385,Hasina Begum,Bangladeshi,28-32,A_no_explanation,0,2.6,3.6,10,"Chen W., 45, Part-time",A,False,D,False,True,3,23300
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,8846
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,2,"James K., 28, Full-time",A,True,D,False,False,1,18280
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,3,"Priya R., 41, Self-employed",D,False,D,True,False,3,9681
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,4,"Marcus T., 55, Part-time",D,True,A,False,False,1,21969
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,5,"Anika P., 29, Full-time",D,True,D,True,True,2,14325
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,6,"David H., 47, Full-time",A,True,D,False,False,4,19484
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,7,"Fatima A., 33, Contract",D,False,D,True,False,4,3881
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,8,"Tom B., 22, Full-time",D,True,D,True,True,4,13339
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,9,"Olga S., 38, Full-time",A,True,A,True,True,2,10645
P0386,Kamrul Hasan,Bangladeshi,28-32,A_no_explanation,0,2.4,4.4,10,"Chen W., 45, Part-time",A,False,D,False,True,3,21850
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,11435
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,2,"James K., 28, Full-time",A,True,D,False,False,1,20998
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,3,"Priya R., 41, Self-employed",D,False,D,True,False,2,11165
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,21102
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,5,"Anika P., 29, Full-time",D,True,A,False,False,3,16974
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,6,"David H., 47, Full-time",A,True,D,False,False,3,20326
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,7,"Fatima A., 33, Contract",D,False,D,True,False,4,4853
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,8,"Tom B., 22, Full-time",D,True,A,False,False,3,18547
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,9,"Olga S., 38, Full-time",A,True,A,True,True,3,7580
P0387,Abul Bashar,Bangladeshi,23-27,A_no_explanation,3,3.6,3.5,10,"Chen W., 45, Part-time",A,False,A,True,False,2,10101
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,16767
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,2,"James K., 28, Full-time",A,True,D,False,False,3,21472
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,3,"Priya R., 41, Self-employed",D,False,A,False,True,2,22818
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,23341
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,5,"Anika P., 29, Full-time",D,True,A,False,False,3,21294
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,6,"David H., 47, Full-time",A,True,D,False,False,3,15292
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,7,"Fatima A., 33, Contract",D,False,A,False,True,4,23518
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,8,"Tom B., 22, Full-time",D,True,D,True,True,3,17437
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,9,"Olga S., 38, Full-time",A,True,A,True,True,3,14158
P0388,Faizan Qureshi,Pakistani,18-22,C_counterfactual,2,3.8,2.3,10,"Chen W., 45, Part-time",A,False,D,False,True,3,22692
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,1,"Sarah M., 34, Part-time",D,True,A,False,False,2,32110
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,2,"James K., 28, Full-time",A,True,A,True,True,4,14251
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,3,"Priya R., 41, Self-employed",D,False,D,True,False,4,10938
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,4,"Marcus T., 55, Part-time",D,True,D,True,True,3,13739
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,5,"Anika P., 29, Full-time",D,True,D,True,True,4,11482
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,6,"David H., 47, Full-time",A,True,D,False,False,2,16084
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,7,"Fatima A., 33, Contract",D,False,D,True,False,5,14912
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,8,"Tom B., 22, Full-time",D,True,D,True,True,2,17001
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,9,"Olga S., 38, Full-time",A,True,A,True,True,4,13075
P0389,Siti Hajar,Malaysian,33-40,B_surface,0,2.3,3.3,10,"Chen W., 45, Part-time",A,False,A,True,False,3,14341
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,1,"Sarah M., 34, Part-time",D,True,A,False,False,2,24267
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,2,"James K., 28, Full-time",A,True,A,True,True,4,13789
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,3,"Priya R., 41, Self-employed",D,False,D,True,False,2,16244
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,4,"Marcus T., 55, Part-time",D,True,A,False,False,2,18400
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,5,"Anika P., 29, Full-time",D,True,A,False,False,3,17341
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,6,"David H., 47, Full-time",A,True,A,True,True,3,15301
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,7,"Fatima A., 33, Contract",D,False,D,True,False,3,15789
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,8,"Tom B., 22, Full-time",D,True,D,True,True,4,10720
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,9,"Olga S., 38, Full-time",A,True,A,True,True,4,9840
P0390,Shweta A. Kumar,Indian,23-27,B_surface,2,1.0,4.2,10,"Chen W., 45, Part-time",A,False,D,False,True,4,16321
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,1,"Sarah M., 34, Part-time",D,True,D,True,True,4,21305
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,2,"James K., 28, Full-time",A,True,A,True,True,4,16222
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,22260
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,4,"Marcus T., 55, Part-time",D,True,A,False,False,4,23146
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,5,"Anika P., 29, Full-time",D,True,A,False,False,3,25640
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,6,"David H., 47, Full-time",A,True,A,True,True,4,19279
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,7,"Fatima A., 33, Contract",D,False,D,True,False,4,20440
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,8,"Tom B., 22, Full-time",D,True,D,True,True,3,11258
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,9,"Olga S., 38, Full-time",A,True,D,False,False,2,24352
P0391,Mei Li,Chinese,23-27,C_counterfactual,1,2.6,4.9,10,"Chen W., 45, Part-time",A,False,D,False,True,3,21299
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,1,"Sarah M., 34, Part-time",D,True,D,True,True,2,17884
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,2,"James K., 28, Full-time",A,True,A,True,True,3,11115
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,17241
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,4,"Marcus T., 55, Part-time",D,True,D,True,True,3,10546
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,5,"Anika P., 29, Full-time",D,True,D,True,True,4,8189
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,6,"David H., 47, Full-time",A,True,D,False,False,4,14049
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,7,"Fatima A., 33, Contract",D,False,A,False,True,4,15252
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,8,"Tom B., 22, Full-time",D,True,A,False,False,3,17075
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,9,"Olga S., 38, Full-time",A,True,A,True,True,3,11228
P0392,Isabella A. White,British,18-22,A_no_explanation,2,1.6,2.9,10,"Chen W., 45, Part-time",A,False,A,True,False,2,9518
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,1,"Sarah M., 34, Part-time",D,True,A,False,False,4,30297
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,2,"James K., 28, Full-time",A,True,A,True,True,2,14232
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,3,"Priya R., 41, Self-employed",D,False,D,True,False,3,13540
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,22576
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,5,"Anika P., 29, Full-time",D,True,D,True,True,3,11492
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,6,"David H., 47, Full-time",A,True,D,False,False,4,26807
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,7,"Fatima A., 33, Contract",D,False,A,False,True,3,21198
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,8,"Tom B., 22, Full-time",D,True,A,False,False,4,20945
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,9,"Olga S., 38, Full-time",A,True,A,True,True,3,10731
P0393,Tasfia Islam,Bangladeshi,18-22,C_counterfactual,2,3.7,4.4,10,"Chen W., 45, Part-time",A,False,D,False,True,4,24482
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,12189
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,2,"James K., 28, Full-time",A,True,A,True,True,4,14002
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,3,"Priya R., 41, Self-employed",D,False,D,True,False,3,8221
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,4,"Marcus T., 55, Part-time",D,True,D,True,True,4,18240
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,5,"Anika P., 29, Full-time",D,True,D,True,True,3,12855
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,6,"David H., 47, Full-time",A,True,D,False,False,2,21811
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,7,"Fatima A., 33, Contract",D,False,A,False,True,2,19157
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,8,"Tom B., 22, Full-time",D,True,A,False,False,3,21646
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,9,"Olga S., 38, Full-time",A,True,A,True,True,3,13849
P0394,Hafsa Begum,Bangladeshi,28-32,A_no_explanation,2,3.9,4.9,10,"Chen W., 45, Part-time",A,False,A,True,False,4,12350
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,16202
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,2,"James K., 28, Full-time",A,True,A,True,True,3,12256
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,3,"Priya R., 41, Self-employed",D,False,D,True,False,5,13693
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,4,"Marcus T., 55, Part-time",D,True,A,False,False,2,19941
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,5,"Anika P., 29, Full-time",D,True,A,False,False,4,20095
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,6,"David H., 47, Full-time",A,True,A,True,True,4,16308
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,7,"Fatima A., 33, Contract",D,False,D,True,False,3,10175
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,8,"Tom B., 22, Full-time",D,True,D,True,True,4,4371
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,9,"Olga S., 38, Full-time",A,True,A,True,True,2,14971
P0395,William Moore,British,33-40,B_surface,2,1.7,4.5,10,"Chen W., 45, Part-time",A,False,A,True,False,5,7528
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,1,"Sarah M., 34, Part-time",D,True,D,True,True,4,14641
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,2,"James K., 28, Full-time",A,True,A,True,True,4,18697
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,22103
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,4,"Marcus T., 55, Part-time",D,True,D,True,True,3,11424
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,5,"Anika P., 29, Full-time",D,True,D,True,True,3,11216
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,6,"David H., 47, Full-time",A,True,D,False,False,3,20529
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,7,"Fatima A., 33, Contract",D,False,D,True,False,4,9393
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,8,"Tom B., 22, Full-time",D,True,A,False,False,1,17772
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,9,"Olga S., 38, Full-time",A,True,A,True,True,3,9591
P0396,Musharraf Hossain,Bangladeshi,18-22,A_no_explanation,1,3.7,3.8,10,"Chen W., 45, Part-time",A,False,D,False,True,2,20717
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,1,"Sarah M., 34, Part-time",D,True,A,False,False,4,21048
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,2,"James K., 28, Full-time",A,True,D,False,False,3,21406
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,3,"Priya R., 41, Self-employed",D,False,A,False,True,2,17435
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,4,"Marcus T., 55, Part-time",D,True,D,True,True,3,14760
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,5,"Anika P., 29, Full-time",D,True,A,False,False,4,21987
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,6,"David H., 47, Full-time",A,True,A,True,True,3,19448
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,7,"Fatima A., 33, Contract",D,False,A,False,True,3,20449
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,8,"Tom B., 22, Full-time",D,True,D,True,True,4,13997
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,9,"Olga S., 38, Full-time",A,True,D,False,False,2,14012
P0397,Enamul Haque,Bangladeshi,18-22,A_no_explanation,2,3.8,3.8,10,"Chen W., 45, Part-time",A,False,A,True,False,2,11078
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,1,"Sarah M., 34, Part-time",D,True,D,True,True,2,21170
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,2,"James K., 28, Full-time",A,True,A,True,True,3,8507
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,18815
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,4,"Marcus T., 55, Part-time",D,True,A,False,False,3,17791
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,5,"Anika P., 29, Full-time",D,True,A,False,False,3,17832
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,6,"David H., 47, Full-time",A,True,A,True,True,5,8444
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,7,"Fatima A., 33, Contract",D,False,A,False,True,3,26266
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,8,"Tom B., 22, Full-time",D,True,A,False,False,3,22108
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,9,"Olga S., 38, Full-time",A,True,D,False,False,3,22764
P0398,Razia Begum,Bangladeshi,23-27,B_surface,2,3.6,2.9,10,"Chen W., 45, Part-time",A,False,A,True,False,4,12505
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,1,"Sarah M., 34, Part-time",D,True,D,True,True,4,23338
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,2,"James K., 28, Full-time",A,True,A,True,True,5,10953
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,28330
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,4,"Marcus T., 55, Part-time",D,True,D,True,True,4,22841
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,5,"Anika P., 29, Full-time",D,True,D,True,True,3,20545
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,6,"David H., 47, Full-time",A,True,A,True,True,5,19364
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,7,"Fatima A., 33, Contract",D,False,A,False,True,3,27632
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,8,"Tom B., 22, Full-time",D,True,A,False,False,5,21278
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,9,"Olga S., 38, Full-time",A,True,A,True,True,3,15105
P0399,Nike Lawal,Nigerian,18-22,C_counterfactual,3,1.9,2.4,10,"Chen W., 45, Part-time",A,False,D,False,True,3,22102
P0400,Chioma Nwosu,Nigerian,23-27,A_no_explanation,1,2.4,3.1,1,"Sarah M., 34, Part-time",D,True,D,True,True,3,14031
P0400,Chioma Nwosu,Nigerian,23-27,A_no_explanation,1,2.4,3.1,2,"James K., 28, Full-time",A,True,A,True,True,4,10150
P0400,Chioma Nwosu,Nigerian,23-27,A_no_explanation,1,2.4,3.1,3,"Priya R., 41, Self-employed",D,False,A,False,True,3,18537
P0400,Chioma Nwosu,Nigerian,23-27,A_no_explanation,1,2.4,3.1,4,"Marcus T., 55, Part-time",D,True,D,True,True,3,15134
